id,scandate,dependencyId,vulnerabilityId,toolId,confidence,severity,count,id,repositoryId,packageId,id,group,artifact,version,ecosystem,id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
120320,"Fri, 25 Sep 2020 18:14:08 -0400",8310,115,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,115,NVD,CVE-2014-3576,,2015-08-14 18:59:00,The processControlCommand function in broker/TransportConnection.java in Apache ActiveMQ before 5.11.0 allows remote attackers to cause a denial of service (shutdown) via a shutdown command.,5,MEDIUM,7.5,HIGH
120321,"Fri, 25 Sep 2020 18:14:08 -0400",8310,116,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,116,NVD,CVE-2014-3600,,2017-10-27 19:29:00,XML external entity (XXE) vulnerability in Apache ActiveMQ 5.x before 5.10.1 allows remote consumers to have unspecified impact via vectors involving an XPath based selector when dequeuing XML messages.,7.5,HIGH,9.8,CRITICAL
120322,"Fri, 25 Sep 2020 18:14:08 -0400",8310,110,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,110,NVD,CVE-2014-3612,,2015-08-24 14:59:00,"The LDAPLoginModule implementation in the Java Authentication and Authorization Service (JAAS) in Apache ActiveMQ 5.x before 5.10.1 allows remote attackers to bypass authentication by logging in with an empty password and valid username, which triggers an unauthenticated bind. NOTE: this identifier has been SPLIT per ADT2 due to different vulnerability types. See CVE-2015-6524 for the use of wildcard operators in usernames.",7.5,HIGH,,
120323,"Fri, 25 Sep 2020 18:14:08 -0400",8310,415,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,415,NVD,CVE-2014-8110,,2015-02-12 16:59:00,Multiple cross-site scripting (XSS) vulnerabilities in the web based administration console in Apache ActiveMQ 5.x before 5.10.1 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,MEDIUM,,
120324,"Fri, 25 Sep 2020 18:14:08 -0400",8310,416,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,416,NVD,CVE-2015-1830,,2015-08-19 15:59:00,Directory traversal vulnerability in the fileserver upload/download functionality for blob messages in Apache ActiveMQ 5.x before 5.11.2 for Windows allows remote attackers to create JSP files in arbitrary directories via unspecified vectors.,5,MEDIUM,,
120325,"Fri, 25 Sep 2020 18:14:08 -0400",8310,411,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,411,NVD,CVE-2015-5182,,2017-09-25 21:29:00,Cross-site request forgery (CSRF) vulnerability in the jolokia API in A-MQ.,6.8,MEDIUM,8.8,HIGH
120326,"Fri, 25 Sep 2020 18:14:08 -0400",8310,412,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,412,NVD,CVE-2015-5183,,2017-09-25 21:29:00,The Hawtio console in A-MQ does not set HTTPOnly or Secure attributes on cookies.,7.5,HIGH,6.3,MEDIUM
120327,"Fri, 25 Sep 2020 18:14:08 -0400",8310,413,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,413,NVD,CVE-2015-5184,,2017-09-25 21:29:00,The Hawtio console in A-MQ allows remote attackers to obtain sensitive information and perform other unspecified impact.,7.5,HIGH,7.3,HIGH
120328,"Fri, 25 Sep 2020 18:14:08 -0400",8310,113,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,113,NVD,CVE-2015-5254,,2016-01-08 19:59:00,"Apache ActiveMQ 5.x before 5.13.0 does not restrict the classes that can be serialized in the broker, which allows remote attackers to execute arbitrary code via a crafted serialized Java Message Service (JMS) ObjectMessage object.",7.5,HIGH,9.8,CRITICAL
120329,"Fri, 25 Sep 2020 18:14:08 -0400",8310,417,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,417,NVD,CVE-2015-6524,,2015-08-24 14:59:00,"The LDAPLoginModule implementation in the Java Authentication and Authorization Service (JAAS) in Apache ActiveMQ 5.x before 5.10.1 allows wildcard operators in usernames, which allows remote attackers to obtain credentials via a brute force attack. NOTE: this identifier was SPLIT from CVE-2014-3612 per ADT2 due to different vulnerability types.",5,MEDIUM,,
120330,"Fri, 25 Sep 2020 18:14:08 -0400",8310,111,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,111,NVD,CVE-2015-7559,,2019-08-01 14:15:00,It was found that the Apache ActiveMQ client before 5.15.5 exposed a remote shutdown command in the ActiveMQConnection class. An attacker logged into a compromised broker could use this flaw to achieve denial of service on a connected client.,4,MEDIUM,4.9,MEDIUM
120331,"Fri, 25 Sep 2020 18:14:08 -0400",8310,418,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,418,NVD,CVE-2016-0734,,2016-04-07 19:59:00,"The web-based administration console in Apache ActiveMQ 5.x before 5.13.2 does not send an X-Frame-Options HTTP header, which makes it easier for remote attackers to conduct clickjacking attacks via a crafted web page that contains a (1) FRAME or (2) IFRAME element.",4.3,MEDIUM,6.1,MEDIUM
120332,"Fri, 25 Sep 2020 18:14:08 -0400",8310,419,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,419,NVD,CVE-2016-0782,,2016-08-05 15:59:00,"The administration web console in Apache ActiveMQ 5.x before 5.11.4, 5.12.x before 5.12.3, and 5.13.x before 5.13.2 allows remote authenticated users to conduct cross-site scripting (XSS) attacks and consequently obtain sensitive information from a Java memory dump via vectors related to creating a queue.",3.5,LOW,5.4,MEDIUM
120333,"Fri, 25 Sep 2020 18:14:08 -0400",8310,414,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,414,NVD,CVE-2016-3088,,2016-06-01 20:59:00,The Fileserver web application in Apache ActiveMQ 5.x before 5.14.0 allows remote attackers to upload and execute arbitrary files via an HTTP PUT followed by an HTTP MOVE request.,7.5,HIGH,9.8,CRITICAL
120334,"Fri, 25 Sep 2020 18:14:08 -0400",8310,420,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,420,NVD,CVE-2016-6810,,2018-01-10 15:29:00,"In Apache ActiveMQ 5.x before 5.14.2, an instance of a cross-site scripting vulnerability was identified to be present in the web based administration console. The root cause of this issue is improper user data output validation.",4.3,MEDIUM,6.1,MEDIUM
120335,"Fri, 25 Sep 2020 18:14:08 -0400",8310,112,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,112,NVD,CVE-2018-11775,,2018-09-10 20:29:00,TLS hostname verification when using the Apache ActiveMQ Client before 5.15.6 was missing which could make the client vulnerable to a MITM attack between a Java application using the ActiveMQ client and the ActiveMQ server. This is now enabled by default.,5.8,MEDIUM,7.4,HIGH
120336,"Fri, 25 Sep 2020 18:14:08 -0400",8310,421,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,421,NVD,CVE-2018-8006,,2018-10-10 14:29:00,An instance of a cross-site scripting vulnerability was identified to be present in the web based administration console on the queue.jsp page of Apache ActiveMQ versions 5.0.0 to 5.15.5. The root cause of this issue is improper data filtering of the QueueFilter parameter.,4.3,MEDIUM,6.1,MEDIUM
120337,"Fri, 25 Sep 2020 18:14:08 -0400",8310,422,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,422,NVD,CVE-2019-0222,,2019-03-28 22:29:00,"In Apache ActiveMQ 5.0.0 - 5.15.8, unmarshalling corrupt MQTT frame can lead to broker Out of Memory exception making it unresponsive.",5,MEDIUM,7.5,HIGH
120338,"Fri, 25 Sep 2020 18:14:08 -0400",8310,1152,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,1152,NVD,CVE-2020-13920,,2020-09-10 19:15:00,"Apache ActiveMQ uses LocateRegistry.createRegistry() to create the JMX RMI registry and binds the server to the jmxrmi entry. It is possible to connect to the registry without authentication and call the rebind method to rebind jmxrmi to something else. If an attacker creates another server to proxy the original, and bound that, he effectively becomes a man in the middle and is able to intercept the credentials when an user connects. Upgrade to Apache ActiveMQ 5.15.12.",4.3,MEDIUM,5.9,MEDIUM
120339,"Fri, 25 Sep 2020 18:14:08 -0400",8310,423,4,HIGH,,1,8310,25,350,350,org.apache.activemq,activemq-core,5.4.3,maven,423,NVD,CVE-2020-1941,,2020-05-14 17:15:00,"In Apache ActiveMQ 5.0.0 to 5.15.11, the webconsole admin GUI is open to XSS, in the view that lists the contents of a queue.",4.3,MEDIUM,6.1,MEDIUM
120340,"Fri, 25 Sep 2020 18:14:08 -0400",8280,312,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,312,NVD,CVE-2018-19276,,2019-03-21 16:00:00,OpenMRS before 2.24.0 is affected by an Insecure Object Deserialization vulnerability that allows an unauthenticated user to execute arbitrary commands on the targeted system via crafted XML data in a request body.,10,HIGH,9.8,CRITICAL
120341,"Fri, 25 Sep 2020 18:14:08 -0400",8280,313,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,313,NVD,CVE-2020-5728,,2020-04-17 19:15:00,"OpenMRS 2.9 and prior copies Referrer header values into an html element named redirectUrl within many webpages (such as login.htm). There is insufficient validation for this parameter, which allows for the possibility of cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120342,"Fri, 25 Sep 2020 18:14:08 -0400",8280,314,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,314,NVD,CVE-2020-5729,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the UI Framework Error Page reflects arbitrary, user-supplied input back to the browser, which can result in XSS. Any page that is able to trigger a UI Framework Error is susceptible to this issue.",4.3,MEDIUM,6.1,MEDIUM
120343,"Fri, 25 Sep 2020 18:14:08 -0400",8280,315,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,315,NVD,CVE-2020-5730,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the sessionLocation parameter for the login page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120344,"Fri, 25 Sep 2020 18:14:08 -0400",8280,316,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,316,NVD,CVE-2020-5731,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the app parameter for the ActiveVisit's page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120345,"Fri, 25 Sep 2020 18:14:08 -0400",8280,317,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,317,NVD,CVE-2020-5732,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, he import functionality of the Data Exchange Module does not properly redirect to a login page when an unauthenticated user attempts to access it. This allows unauthenticated users to use a feature typically restricted to administrators.",5.8,MEDIUM,6.1,MEDIUM
120346,"Fri, 25 Sep 2020 18:14:08 -0400",8280,318,4,HIGH,,1,8280,25,380,380,org.openmrs.module,appframework-api,2.9,maven,318,NVD,CVE-2020-5733,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the export functionality of the Data Exchange Module does not properly redirect to a login page when an unauthenticated user attempts to access it. This allows the export of potentially sensitive information.",5.8,MEDIUM,6.1,MEDIUM
120355,"Fri, 25 Sep 2020 18:14:08 -0400",12166,311,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,311,NVD,CVE-2017-12796,,2017-10-23 04:29:00,"The Reporting Compatibility Add On before 2.0.4 for OpenMRS, as distributed in OpenMRS Reference Application before 2.6.1, does not authenticate users when deserializing XML input into ReportSchema objects. The result is that remote unauthenticated users are able to execute operating system commands by crafting malicious XML payloads, as demonstrated by a single admin/reports/reportSchemaXml.form request.",10,HIGH,9.8,CRITICAL
120356,"Fri, 25 Sep 2020 18:14:08 -0400",12166,312,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,312,NVD,CVE-2018-19276,,2019-03-21 16:00:00,OpenMRS before 2.24.0 is affected by an Insecure Object Deserialization vulnerability that allows an unauthenticated user to execute arbitrary commands on the targeted system via crafted XML data in a request body.,10,HIGH,9.8,CRITICAL
120357,"Fri, 25 Sep 2020 18:14:08 -0400",12166,313,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,313,NVD,CVE-2020-5728,,2020-04-17 19:15:00,"OpenMRS 2.9 and prior copies Referrer header values into an html element named redirectUrl within many webpages (such as login.htm). There is insufficient validation for this parameter, which allows for the possibility of cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120358,"Fri, 25 Sep 2020 18:14:08 -0400",12166,314,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,314,NVD,CVE-2020-5729,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the UI Framework Error Page reflects arbitrary, user-supplied input back to the browser, which can result in XSS. Any page that is able to trigger a UI Framework Error is susceptible to this issue.",4.3,MEDIUM,6.1,MEDIUM
120359,"Fri, 25 Sep 2020 18:14:08 -0400",12166,315,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,315,NVD,CVE-2020-5730,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the sessionLocation parameter for the login page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120360,"Fri, 25 Sep 2020 18:14:08 -0400",12166,316,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,316,NVD,CVE-2020-5731,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the app parameter for the ActiveVisit's page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120361,"Fri, 25 Sep 2020 18:14:08 -0400",12166,317,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,317,NVD,CVE-2020-5732,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, he import functionality of the Data Exchange Module does not properly redirect to a login page when an unauthenticated user attempts to access it. This allows unauthenticated users to use a feature typically restricted to administrators.",5.8,MEDIUM,6.1,MEDIUM
120362,"Fri, 25 Sep 2020 18:14:08 -0400",12166,318,4,HIGH,,1,12166,25,435,435,org.openmrs.module,appui-api,1.7,maven,318,NVD,CVE-2020-5733,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the export functionality of the Data Exchange Module does not properly redirect to a login page when an unauthenticated user attempts to access it. This allows the export of potentially sensitive information.",5.8,MEDIUM,6.1,MEDIUM
120347,"Fri, 25 Sep 2020 18:14:08 -0400",8045,311,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,311,NVD,CVE-2017-12796,,2017-10-23 04:29:00,"The Reporting Compatibility Add On before 2.0.4 for OpenMRS, as distributed in OpenMRS Reference Application before 2.6.1, does not authenticate users when deserializing XML input into ReportSchema objects. The result is that remote unauthenticated users are able to execute operating system commands by crafting malicious XML payloads, as demonstrated by a single admin/reports/reportSchemaXml.form request.",10,HIGH,9.8,CRITICAL
120348,"Fri, 25 Sep 2020 18:14:08 -0400",8045,312,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,312,NVD,CVE-2018-19276,,2019-03-21 16:00:00,OpenMRS before 2.24.0 is affected by an Insecure Object Deserialization vulnerability that allows an unauthenticated user to execute arbitrary commands on the targeted system via crafted XML data in a request body.,10,HIGH,9.8,CRITICAL
120349,"Fri, 25 Sep 2020 18:14:08 -0400",8045,313,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,313,NVD,CVE-2020-5728,,2020-04-17 19:15:00,"OpenMRS 2.9 and prior copies Referrer header values into an html element named redirectUrl within many webpages (such as login.htm). There is insufficient validation for this parameter, which allows for the possibility of cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120350,"Fri, 25 Sep 2020 18:14:08 -0400",8045,314,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,314,NVD,CVE-2020-5729,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the UI Framework Error Page reflects arbitrary, user-supplied input back to the browser, which can result in XSS. Any page that is able to trigger a UI Framework Error is susceptible to this issue.",4.3,MEDIUM,6.1,MEDIUM
120351,"Fri, 25 Sep 2020 18:14:08 -0400",8045,315,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,315,NVD,CVE-2020-5730,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the sessionLocation parameter for the login page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
120352,"Fri, 25 Sep 2020 18:14:08 -0400",8045,316,4,HIGH,,1,8045,25,450,450,org.openmrs.module,appui-omod,1.7,maven,316,NVD,CVE-2020-5731,,2020-04-17 19:15:00,"In OpenMRS 2.9 and prior, the app parameter for the ActiveVisit's page is vulnerable to cross-site scripting.",4.3,MEDIUM,6.1,MEDIUM
