id,scandate,dependencyId,vulnerabilityId,dependencyPathId,toolId,confidence,severity,count,id,repositoryId,packageId,id,group,artifact,version,ecosystem,id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
202,2020-09-03 23:51:58.937876,1683,197,878,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,197,Snyk,,SNYK-JS-ANGULAR-471885,2019-10-04 10:11:35,Denial of Service (DoS),,,5.3,medium
205,2020-09-03 23:51:58.937876,1683,200,878,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,200,Snyk,,SNYK-JS-ANGULAR-572020,2020-06-11 15:24:07,Cross-site Scripting (XSS),,,8.7,high
206,2020-09-03 23:51:58.937876,1683,203,878,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,203,Snyk,,npm:angular:20171018,2017-12-25 14:45:01,Cross-site Scripting (XSS),,,6.5,medium
207,2020-09-03 23:51:58.937876,1683,204,878,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,204,Snyk,,npm:angular:20180202,2018-02-19 16:16:42,Cross-site Scripting (XSS),,,6.5,medium
208,2020-09-03 23:51:58.937876,1683,196,879,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,196,Snyk,,SNYK-JS-ANGULAR-471882,2019-10-04 10:01:13,Cross-site Scripting (XSS),,,6.5,medium
220,2020-09-03 23:51:58.937876,1683,203,880,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,203,Snyk,,npm:angular:20171018,2017-12-25 14:45:01,Cross-site Scripting (XSS),,,6.5,medium
219,2020-09-03 23:51:58.937876,1683,200,880,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,200,Snyk,,SNYK-JS-ANGULAR-572020,2020-06-11 15:24:07,Cross-site Scripting (XSS),,,8.7,high
221,2020-09-03 23:51:58.937876,1683,204,880,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,204,Snyk,,npm:angular:20180202,2018-02-19 16:16:42,Cross-site Scripting (XSS),,,6.5,medium
216,2020-09-03 23:51:58.937876,1683,197,880,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,197,Snyk,,SNYK-JS-ANGULAR-471885,2019-10-04 10:11:35,Denial of Service (DoS),,,5.3,medium
215,2020-09-03 23:51:58.937876,1683,196,880,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,196,Snyk,,SNYK-JS-ANGULAR-471882,2019-10-04 10:01:13,Cross-site Scripting (XSS),,,6.5,medium
214,2020-09-03 23:51:58.937876,1683,204,879,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,204,Snyk,,npm:angular:20180202,2018-02-19 16:16:42,Cross-site Scripting (XSS),,,6.5,medium
209,2020-09-03 23:51:58.937876,1683,197,879,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,197,Snyk,,SNYK-JS-ANGULAR-471885,2019-10-04 10:11:35,Denial of Service (DoS),,,5.3,medium
213,2020-09-03 23:51:58.937876,1683,203,879,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,203,Snyk,,npm:angular:20171018,2017-12-25 14:45:01,Cross-site Scripting (XSS),,,6.5,medium
212,2020-09-03 23:51:58.937876,1683,200,879,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,200,Snyk,,SNYK-JS-ANGULAR-572020,2020-06-11 15:24:07,Cross-site Scripting (XSS),,,8.7,high
210,2020-09-03 23:51:58.937876,1683,198,879,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,198,NVD,CVE-2019-10768,,2019-11-19 21:15:00,In AngularJS before 1.7.9 the function `merge()` could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,5,MEDIUM,7.5,HIGH
217,2020-09-03 23:51:58.937876,1683,198,880,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,198,NVD,CVE-2019-10768,,2019-11-19 21:15:00,In AngularJS before 1.7.9 the function `merge()` could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,5,MEDIUM,7.5,HIGH
196,2020-09-03 23:51:58.937876,1683,198,877,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,198,NVD,CVE-2019-10768,,2019-11-19 21:15:00,In AngularJS before 1.7.9 the function `merge()` could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,5,MEDIUM,7.5,HIGH
189,2020-09-03 23:51:58.937876,1683,198,876,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,198,NVD,CVE-2019-10768,,2019-11-19 21:15:00,In AngularJS before 1.7.9 the function `merge()` could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,5,MEDIUM,7.5,HIGH
203,2020-09-03 23:51:58.937876,1683,198,878,2,,high,1,1683,25,2117,2117,npm,angular,1.6.1,npm,198,NVD,CVE-2019-10768,,2019-11-19 21:15:00,In AngularJS before 1.7.9 the function `merge()` could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,5,MEDIUM,7.5,HIGH
211,2020-09-03 23:51:58.937876,1683,199,879,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,199,NVD,CVE-2020-7676,,2020-06-08 14:15:00,"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping <option> elements in <select> ones changes parsing behavior, leading to possibly unsanitizing code.",3.5,LOW,5.4,MEDIUM
204,2020-09-03 23:51:58.937876,1683,199,878,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,199,NVD,CVE-2020-7676,,2020-06-08 14:15:00,"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping <option> elements in <select> ones changes parsing behavior, leading to possibly unsanitizing code.",3.5,LOW,5.4,MEDIUM
197,2020-09-03 23:51:58.937876,1683,199,877,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,199,NVD,CVE-2020-7676,,2020-06-08 14:15:00,"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping <option> elements in <select> ones changes parsing behavior, leading to possibly unsanitizing code.",3.5,LOW,5.4,MEDIUM
190,2020-09-03 23:51:58.937876,1683,199,876,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,199,NVD,CVE-2020-7676,,2020-06-08 14:15:00,"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping <option> elements in <select> ones changes parsing behavior, leading to possibly unsanitizing code.",3.5,LOW,5.4,MEDIUM
218,2020-09-03 23:51:58.937876,1683,199,880,2,,medium,1,1683,25,2117,2117,npm,angular,1.6.1,npm,199,NVD,CVE-2020-7676,,2020-06-08 14:15:00,"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping <option> elements in <select> ones changes parsing behavior, leading to possibly unsanitizing code.",3.5,LOW,5.4,MEDIUM
222,2020-09-03 23:51:58.937876,2008,219,881,2,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
223,2020-09-03 23:51:58.937876,2008,219,882,2,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9003,2020-09-04 23:06:28.151383,2009,219,2594,2,,high,1,2009,25,2302,2302,npm,bl,0.9.5,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9004,2020-09-04 23:06:28.151383,2010,219,2595,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9005,2020-09-04 23:06:28.151383,2010,219,2596,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9006,2020-09-04 23:06:28.151383,2010,219,2597,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9007,2020-09-04 23:06:28.151383,2010,219,2598,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9008,2020-09-04 23:06:28.151383,2010,219,2599,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9009,2020-09-04 23:06:28.151383,2010,219,2600,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9010,2020-09-04 23:06:28.151383,2010,219,2601,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9011,2020-09-04 23:06:28.151383,2010,219,2602,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9012,2020-09-04 23:06:28.151383,2010,219,2603,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9013,2020-09-04 23:06:28.151383,2010,219,2604,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9014,2020-09-04 23:06:28.151383,2010,219,2605,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9015,2020-09-04 23:06:28.151383,2010,219,2606,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9016,2020-09-04 23:06:28.151383,2010,219,2607,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9017,2020-09-04 23:06:28.151383,2010,219,2608,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9018,2020-09-04 23:06:28.151383,2010,219,2609,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9019,2020-09-04 23:06:28.151383,2010,219,2610,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9020,2020-09-04 23:06:28.151383,2010,219,2611,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9021,2020-09-04 23:06:28.151383,2010,219,2612,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9022,2020-09-04 23:06:28.151383,2010,219,2613,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9023,2020-09-04 23:06:28.151383,2010,219,2614,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9024,2020-09-04 23:06:28.151383,2010,219,2615,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9025,2020-09-04 23:06:28.151383,2010,219,2616,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9026,2020-09-04 23:06:28.151383,2010,219,2617,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9027,2020-09-04 23:06:28.151383,2010,219,2618,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9028,2020-09-04 23:06:28.151383,2010,219,2619,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9029,2020-09-04 23:06:28.151383,2010,219,2620,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9030,2020-09-04 23:06:28.151383,2010,219,2621,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9031,2020-09-04 23:06:28.151383,2010,219,2622,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9032,2020-09-04 23:06:28.151383,2010,219,2623,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9033,2020-09-04 23:06:28.151383,2010,219,2624,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
9034,2020-09-04 23:06:28.151383,2010,219,2625,2,,high,1,2010,25,1738,1738,npm,bl,1.2.2,npm,219,NVD,CVE-2020-8244,,2020-08-30 15:15:00,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 and <2.2.1 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",5.5,MEDIUM,8.1,HIGH
